,mmr,planet1,planet2,m1,m2,m,q,a
5916,2E+2M-1,Earth,Mars,2,2,-1,3,0.47410045944300055
5917,2E+3M-7,Earth,Mars,2,3,-7,2,1.5592983306444368
5918,2E+3M-6,Earth,Mars,2,3,-6,1,1.4070159431605356
5919,2E+3M-5,Earth,Mars,2,3,-5,0,1.2459836015159287
5920,2E+3M-4,Earth,Mars,2,3,-4,1,1.0737578170735305
5921,2E+3M-3,Earth,Mars,2,3,-3,2,0.8863687379457894
5922,2E+3M-2,Earth,Mars,2,3,-2,3,0.6764266141896794
5923,2E+3M-1,Earth,Mars,2,3,-1,4,0.4261216143872196
5924,2E+4M-7,Earth,Mars,2,4,-7,1,1.4223168310455518
5925,2E+4M-5,Earth,Mars,2,4,-5,1,1.136524946227363
5926,2E+4M-3,Earth,Mars,2,4,-3,3,0.808501458152253
5927,2E+4M-1,Earth,Mars,2,4,-1,5,0.38868663499313133
5928,2E+5M-7,Earth,Mars,2,5,-7,0,1.311926133734493
5929,2E+5M-6,Earth,Mars,2,5,-6,1,1.1838010867205215
5930,2E+5M-5,Earth,Mars,2,5,-5,2,1.048314890754912
5931,2E+5M-4,Earth,Mars,2,5,-4,3,0.9034112704958407
5932,2E+5M-3,Earth,Mars,2,5,-3,4,0.7457502925521169
5933,2E+5M-2,Earth,Mars,2,5,-2,5,0.5691137318465852
5934,2E+5M-1,Earth,Mars,2,5,-1,6,0.3585187415499392
5935,2E+6M-7,Earth,Mars,2,6,-7,1,1.2207268628089991
5936,2E+6M-5,Earth,Mars,2,6,-5,3,0.9754403761406983
5937,2E+6M-3,Earth,Mars,2,6,-3,5,0.6939084625566153
5938,3E-7M+1,Earth,Mars,3,-7,1,3,1.2428878368306044
5939,3E-7M+2,Earth,Mars,3,-7,2,2,1.9729674458982978
5940,3E-7M+3,Earth,Mars,3,-7,3,1,2.5852997115030565
5941,3E-7M+4,Earth,Mars,3,-7,4,0,3.131802981801941
5942,3E-7M+5,Earth,Mars,3,-7,5,1,3.6340111711013665
5943,3E-7M+6,Earth,Mars,3,-7,6,2,4.10348626400257
5944,3E-6M+1,Earth,Mars,3,-6,1,2,3.0258528074899043
5945,3E-6M+2,Earth,Mars,3,-6,2,1,4.803239537593171
5946,3E-6M+4,Earth,Mars,3,-6,4,1,7.622599188563606
5947,3E-6M+5,Earth,Mars,3,-6,5,2,8.844902762527312
5948,3E-5M-4,Earth,Mars,3,-5,-4,6,5.152515698069688
5949,3E-5M-3,Earth,Mars,3,-5,-3,5,4.2544738409082274
5950,3E-5M-2,Earth,Mars,3,-5,-2,4,3.247463041716102
5951,3E-5M-1,Earth,Mars,3,-5,-1,3,2.046082608035926
5952,3E-4M-5,Earth,Mars,3,-4,-5,6,3.1999448505121655
5953,3E-4M-4,Earth,Mars,3,-4,-4,5,2.7577571921908466
5954,3E-4M-3,Earth,Mars,3,-4,-3,4,2.276562833505493
5955,3E-4M-2,Earth,Mars,3,-4,-2,3,1.7373901801339506
5956,3E-4M-1,Earth,Mars,3,-4,-1,2,1.0945049635306505
5957,3E-3M-5,Earth,Mars,3,-3,-5,5,2.330848753893361
5958,3E-3M-4,Earth,Mars,3,-3,-4,4,2.0086968278063133
5959,3E-3M-2,Earth,Mars,3,-3,-2,2,1.2654260541449407
5960,3E-3M-1,Earth,Mars,3,-3,-1,1,0.7971724748540118
5961,3E-2M-7,Earth,Mars,3,-2,-7,6,2.3551232320370925
5962,3E-2M-6,Earth,Mars,3,-2,-6,5,2.125139064830957
5963,3E-2M-5,Earth,Mars,3,-2,-5,4,1.8819320220135045
5964,3E-2M-4,Earth,Mars,3,-2,-4,3,1.6218119190263316
5965,3E-2M-3,Earth,Mars,3,-2,-3,2,1.3387836577390437
5966,3E-2M-2,Earth,Mars,3,-2,-2,1,1.0216868384281932
5967,3E-2M-1,Earth,Mars,3,-2,-1,0,0.6436242782335413
5968,3E-1M-7,Earth,Mars,3,-1,-7,5,2.0034939975970585
5969,3E-1M-6,Earth,Mars,3,-1,-6,4,1.8078384294263323
5970,3E-1M-5,Earth,Mars,3,-1,-5,3,1.6009374586377996
5971,3E-1M-4,Earth,Mars,3,-1,-4,2,1.3796516727539416
5972,3E-1M-3,Earth,Mars,3,-1,-3,1,1.1388807454111403
5973,3E-1M-2,Earth,Mars,3,-1,-2,0,0.8691306968287437
5974,3E-1M-1,Earth,Mars,3,-1,-1,1,0.5475188022263382
5975,3E+1M-7,Earth,Mars,3,1,-7,3,1.5778857614102668
5976,3E+1M-6,Earth,Mars,3,1,-6,2,1.4237885477022167
5977,3E+1M-5,Earth,Mars,3,1,-5,1,1.2608369058988724
5978,3E+1M-4,Earth,Mars,3,1,-4,0,1.0865581717439068
5979,3E+1M-3,Earth,Mars,3,1,-3,1,0.8969353528040598
5980,3E+1M-2,Earth,Mars,3,1,-2,2,0.6844906052085916
5981,3E+1M-1,Earth,Mars,3,1,-1,3,0.4312018477398142
5982,3E+2M-7,Earth,Mars,3,2,-7,2,1.4370590191482495
5983,3E+2M-6,Earth,Mars,3,2,-6,1,1.2967140208294403
5984,3E+2M-5,Earth,Mars,3,2,-5,0,1.1483053041585172
5985,3E+2M-4,Earth,Mars,3,2,-4,1,0.989580901800943
5986,3E+2M-3,Earth,Mars,3,2,-3,2,0.8168819380141862
5987,3E+2M-2,Earth,Mars,3,2,-2,3,0.6233979486719521
5988,3E+2M-1,Earth,Mars,3,2,-1,4,0.3927158100904164
5989,3E+3M-7,Earth,Mars,3,3,-7,1,1.323954535212579
5990,3E+3M-5,Earth,Mars,3,3,-5,1,1.0579265445640136
5991,3E+3M-4,Earth,Mars,3,3,-4,2,0.9116944514679594
5992,3E+3M-2,Earth,Mars,3,3,-2,4,0.5743320368252386
5993,3E+3M-1,Earth,Mars,3,3,-1,5,0.3618061779987516
5994,3E+4M-7,Earth,Mars,3,4,-7,0,1.2307608648872783
5995,3E+4M-6,Earth,Mars,3,4,-6,1,1.1105624086689723
5996,3E+4M-5,Earth,Mars,3,4,-5,2,0.9834582973558577
5997,3E+4M-4,Earth,Mars,3,4,-4,3,0.8475193469742096
5998,3E+4M-3,Earth,Mars,3,4,-3,4,0.6996123863607209
5999,3E+4M-2,Earth,Mars,3,4,-2,5,0.5339038766061417
6000,3E+4M-1,Earth,Mars,3,4,-1,6,0.33633801266035884
6001,3E+5M-7,Earth,Mars,3,5,-7,1,1.152404459074251
6002,3E+5M-6,Earth,Mars,3,5,-6,2,1.039858315700597
6003,3E+5M-5,Earth,Mars,3,5,-5,3,0.9208460641903065
6004,3E+5M-4,Earth,Mars,3,5,-4,4,0.7935616645763989
6005,3E+5M-3,Earth,Mars,3,5,-3,5,0.6550709616970513
6006,3E+5M-2,Earth,Mars,3,5,-2,6,0.49991236632087277
6007,3E+6M-7,Earth,Mars,3,6,-7,2,1.0854346588606818
6008,3E+6M-5,Earth,Mars,3,6,-5,4,0.8673325684759264
6009,3E+6M-4,Earth,Mars,3,6,-4,5,0.747445122168881
6010,4E-7M-3,Earth,Mars,4,-7,-3,6,4.8760336043141415
6011,4E-7M-2,Earth,Mars,4,-7,-2,5,3.7224759818354034
6012,4E-7M-1,Earth,Mars,4,-7,-1,4,2.345655979142468
6013,4E-6M-3,Earth,Mars,4,-6,-3,5,2.3937095204559897
6014,4E-6M-1,Earth,Mars,4,-6,-1,3,1.1508453995897234
6015,4E-5M-5,Earth,Mars,4,-5,-5,6,2.403620094867862
6016,4E-5M-4,Earth,Mars,4,-5,-4,5,2.0714175140715385
6017,4E-5M-3,Earth,Mars,4,-5,-3,4,1.709943812828191
6018,4E-5M-2,Earth,Mars,4,-5,-2,3,1.3049456657000722
6019,4E-5M-1,Earth,Mars,4,-5,-1,2,0.8220694406333658
6020,4E-4M-5,Earth,Mars,4,-4,-5,5,1.9241107690209946
6021,4E-4M-3,Earth,Mars,4,-4,-3,3,1.3687927495495804
6022,4E-4M-1,Earth,Mars,4,-4,-1,1,0.6580521744588491
6023,4E-3M-7,Earth,Mars,4,-3,-7,6,2.038512272831822
6024,4E-3M-6,Earth,Mars,4,-3,-6,5,1.839438615915588
6025,4E-3M-5,Earth,Mars,4,-3,-5,4,1.6289224667576712
6026,4E-3M-4,Earth,Mars,4,-3,-4,3,1.4037695232334877
6027,4E-3M-3,Earth,Mars,4,-3,-3,2,1.1587902529019578
6028,4E-3M-2,Earth,Mars,4,-3,-2,1,0.8843247928092656
6029,4E-3M-1,Earth,Mars,4,-3,-1,0,0.5570909267674705
6030,4E-2M-7,Earth,Mars,4,-2,-7,5,1.7843935304786307
6031,4E-2M-5,Earth,Mars,4,-2,-5,3,1.4258553490737005
6032,4E-2M-3,Earth,Mars,4,-2,-3,1,1.0143280924456983
6033,4E-2M-1,Earth,Mars,4,-2,-1,1,0.4876395340128136
6034,4E-1M-7,Earth,Mars,4,-1,-7,4,1.5970371015445615
6035,4E-1M-6,Earth,Mars,4,-1,-6,3,1.4410700368699894
6036,4E-1M-5,Earth,Mars,4,-1,-5,2,1.2761408981891715
6037,4E-1M-4,Earth,Mars,4,-1,-4,1,1.0997469572729421
6038,4E-1M-3,Earth,Mars,4,-1,-3,0,0.9078226035283724
6039,4E-1M-2,Earth,Mars,4,-1,-2,1,0.6927992789452901
6040,4E-1M-1,Earth,Mars,4,-1,-1,2,0.43643624879302156
6041,4E+1M-7,Earth,Mars,4,1,-7,2,1.3362624588506125
6042,4E+1M-6,Earth,Mars,4,1,-6,1,1.2057609831315332
6043,4E+1M-5,Earth,Mars,4,1,-5,0,1.0677615889804744
6044,4E+1M-4,Earth,Mars,4,1,-4,1,0.9201701356650813
6045,4E+1M-3,Earth,Mars,4,1,-3,2,0.7595845153944438
6046,4E+1M-2,Earth,Mars,4,1,-2,3,0.5796716181679746
6047,4E+1M-1,Earth,Mars,4,1,-1,4,0.3651700217854956
6048,4E+2M-7,Earth,Mars,4,2,-7,1,1.2410036178426997
6049,4E+2M-5,Earth,Mars,4,2,-5,1,0.9916430247791853
6050,4E+2M-3,Earth,Mars,4,2,-3,3,0.7054349739298756
6051,4E+2M-1,Earth,Mars,4,2,-1,5,0.33913740755537264
6052,4E+3M-7,Earth,Mars,4,3,-7,0,1.1610855098798794
6053,4E+3M-6,Earth,Mars,4,3,-6,1,1.047691581325417
6054,4E+3M-5,Earth,Mars,4,3,-5,2,0.9277828809060968
6055,4E+3M-4,Earth,Mars,4,3,-4,3,0.7995396800086769
6056,4E+3M-3,Earth,Mars,4,3,-3,4,0.660005801913869
6057,4E+3M-2,Earth,Mars,4,3,-2,5,0.5036784685942632
6058,4E+3M-1,Earth,Mars,4,3,-1,6,0.31729726248114665
6059,4E+4M-7,Earth,Mars,4,4,-7,1,1.0929029029356254
6060,4E+4M-5,Earth,Mars,4,4,-5,3,0.8733002699874638
6061,4E+4M-3,Earth,Mars,4,4,-3,5,0.6212476938694795
6062,4E+5M-7,Earth,Mars,4,5,-7,2,1.0339213856881406
6063,4E+5M-6,Earth,Mars,4,5,-6,3,0.9329462945076302
6064,4E+5M-5,Earth,Mars,4,5,-5,4,0.8261699913115678
6065,4E+5M-4,Earth,Mars,4,5,-4,5,0.7119722315476553
6066,4E+5M-3,Earth,Mars,4,5,-3,6,0.5877199311280294
6067,4E+6M-7,Earth,Mars,4,6,-7,3,0.9823027953533576
6068,4E+6M-5,Earth,Mars,4,6,-5,5,0.7849232534368141
6069,5E-7M-4,Earth,Mars,5,-7,-4,6,2.1392731790088693
6070,5E-7M-3,Earth,Mars,5,-7,-3,5,1.7659647867864334
6071,5E-7M-2,Earth,Mars,5,-7,-2,4,1.3477022287990068
6072,5E-7M-1,Earth,Mars,5,-7,-1,3,0.8490059328295471
6073,5E-6M-5,Earth,Mars,5,-6,-5,6,1.9687343602462826
6074,5E-6M-4,Earth,Mars,5,-6,-4,5,1.6966217336846134
6075,5E-6M-3,Earth,Mars,5,-6,-3,4,1.4005418063329835
6076,5E-6M-2,Earth,Mars,5,-6,-2,3,1.0688190318821893
6077,5E-6M-1,Earth,Mars,5,-6,-1,2,0.6733166823824641
6078,5E-5M-6,Earth,Mars,5,-5,-6,6,1.8724565071209172
6079,5E-5M-4,Earth,Mars,5,-5,-4,4,1.4289696338182667
6080,5E-5M-3,Earth,Mars,5,-5,-3,3,1.179593288170972
6081,5E-5M-2,Earth,Mars,5,-5,-2,2,0.9002007991395358
6082,5E-5M-1,Earth,Mars,5,-5,-1,1,0.5670926525435419
6083,5E-4M-7,Earth,Mars,5,-4,-7,6,1.8105186071276471
6084,5E-4M-6,Earth,Mars,5,-4,-6,5,1.6337063228230886
6085,5E-4M-5,Earth,Mars,5,-4,-5,4,1.4467327128604228
6086,5E-4M-4,Earth,Mars,5,-4,-4,3,1.2467605421272858
6087,5E-4M-3,Earth,Mars,5,-4,-3,2,1.0291805215953016
6088,5E-4M-2,Earth,Mars,5,-4,-2,1,0.7854134693562943
6089,5E-4M-1,Earth,Mars,5,-4,-1,0,0.4947803552417598
6090,5E-3M-7,Earth,Mars,5,-3,-7,5,1.6167802244720209
6091,5E-3M-6,Earth,Mars,5,-3,-6,4,1.4588855666435514
6092,5E-3M-5,Earth,Mars,5,-3,-5,3,1.2919178596100322
6093,5E-3M-4,Earth,Mars,5,-3,-4,2,1.1133433786545508
6094,5E-3M-3,Earth,Mars,5,-3,-3,1,0.9190463431126554
6095,5E-3M-2,Earth,Mars,5,-3,-2,0,0.7013647329872748
6096,5E-3M-1,Earth,Mars,5,-3,-1,1,0.4418324413571416
6097,5E-2M-7,Earth,Mars,5,-2,-7,4,1.4677239386648688
6098,5E-2M-6,Earth,Mars,5,-2,-6,3,1.324384764359855
6099,5E-2M-5,Earth,Mars,5,-2,-5,2,1.172809516377327
6100,5E-2M-4,Earth,Mars,5,-2,-4,1,1.010698113339906
6101,5E-2M-3,Earth,Mars,5,-2,-3,0,0.8343141262497291
6102,5E-2M-2,Earth,Mars,5,-2,-2,1,0.6367015371233999
6103,5E-2M-1,Earth,Mars,5,-2,-1,2,0.4010968904303622
6104,5E-1M-7,Earth,Mars,5,-1,-7,3,1.3488604424968746
6105,5E-1M-6,Earth,Mars,5,-1,-6,2,1.2171288051932998
6106,5E-1M-5,Earth,Mars,5,-1,-5,1,1.0778284468159374
6107,5E-1M-4,Earth,Mars,5,-1,-4,0,0.9288455811422728
6108,5E-1M-3,Earth,Mars,5,-1,-3,1,0.7667460056266212
6109,5E-1M-2,Earth,Mars,5,-1,-2,2,0.5851370488307136
6110,5E-1M-1,Earth,Mars,5,-1,-1,3,0.3686131543426599
6111,5E+1M-7,Earth,Mars,5,1,-7,1,1.1699319080429451
6112,5E+1M-6,Earth,Mars,5,1,-6,0,1.0556740557496562
6113,5E+1M-5,Earth,Mars,5,1,-5,1,0.9348518209411872
6114,5E+1M-4,Earth,Mars,5,1,-4,2,0.8056315653104198
6115,5E+1M-3,Earth,Mars,5,1,-3,3,0.665034632372381
6116,5E+1M-2,Earth,Mars,5,1,-2,4,0.5075163067286265
6117,5E+1M-1,Earth,Mars,5,1,-1,5,0.31971502146750563
6118,5E+2M-7,Earth,Mars,5,2,-7,0,1.1005009472590939
6119,5E+2M-6,Earth,Mars,5,2,-6,1,0.9930237542362087
6120,5E+2M-5,Earth,Mars,5,2,-5,2,0.8793716899595123
6121,5E+2M-4,Earth,Mars,5,2,-4,3,0.757820150381241
6122,5E+2M-3,Earth,Mars,5,2,-3,4,0.6255669046653234
6123,5E+2M-2,Earth,Mars,5,2,-2,5,0.47739672526725707
6124,5E+2M-1,Earth,Mars,5,2,-1,6,0.30074084796627626
6125,5E+3M-7,Earth,Mars,5,3,-7,1,1.040530829562573
6126,5E+3M-6,Earth,Mars,5,3,-6,2,0.9389102988634527
6127,5E+3M-5,Earth,Mars,5,3,-5,3,0.8314514543154522
6128,5E+3M-4,Earth,Mars,5,3,-4,4,0.7165236905059101
6129,5E+3M-3,Earth,Mars,5,3,-3,5,0.5914771818428727
6130,5E+3M-2,Earth,Mars,5,3,-2,6,0.4513813657306323
6131,5E+4M-7,Earth,Mars,5,4,-7,2,0.9881145045090068
6132,5E+4M-6,Earth,Mars,5,4,-6,3,0.8916129163072162
6133,5E+4M-5,Earth,Mars,5,4,-5,4,0.7895672509236812
6134,5E+4M-4,Earth,Mars,5,4,-4,5,0.6804287496324505
6135,5E+4M-3,Earth,Mars,5,4,-3,6,0.5616813982981056
6136,5E+5M-7,Earth,Mars,5,5,-7,3,0.9418363139250026
6137,5E+5M-6,Earth,Mars,5,5,-6,4,0.849854300417531
6138,5E+5M-4,Earth,Mars,5,5,-4,6,0.6485607108425239
6139,5E+6M-7,Earth,Mars,5,6,-7,4,0.9006216038514018
6140,5E+6M-6,Earth,Mars,5,6,-6,5,0.8126646924377718
6141,5E+6M-5,Earth,Mars,5,6,-5,6,0.7196547183503964
6142,6E-7M-5,Earth,Mars,6,-7,-5,6,1.6887520758492396
6143,6E-7M-4,Earth,Mars,6,-7,-4,5,1.4553318411193914
6144,6E-7M-3,Earth,Mars,6,-7,-3,4,1.201355774956372
6145,6E-7M-2,Earth,Mars,6,-7,-2,3,0.9168090286046005
6146,6E-7M-1,Earth,Mars,6,-7,-1,2,0.5775556794076876
6147,6E-6M-5,Earth,Mars,6,-6,-5,5,1.4683913370978974
6148,6E-6M-1,Earth,Mars,6,-6,-1,1,0.5021884503368474
6149,6E-5M-7,Earth,Mars,6,-5,-7,6,1.6371449333845784
6150,6E-5M-6,Earth,Mars,6,-5,-6,5,1.4772620348623144
6151,6E-5M-5,Earth,Mars,6,-5,-5,4,1.3081916144018746
6152,6E-5M-4,Earth,Mars,6,-5,-4,3,1.1273679710404896
6153,6E-5M-3,Earth,Mars,6,-5,-3,2,0.9306235225262237
6154,6E-5M-2,Earth,Mars,6,-5,-2,1,0.710199902772997
6155,6E-5M-1,Earth,Mars,6,-5,-1,0,0.4473985773931602
6156,6E-4M-7,Earth,Mars,6,-4,-7,5,1.4836808535257786
6157,6E-4M-5,Earth,Mars,6,-4,-5,3,1.1855606947086883
6158,6E-4M-3,Earth,Mars,6,-4,-3,1,0.8433852750452733
6159,6E-4M-1,Earth,Mars,6,-4,-1,1,0.40545814426188204
6160,6E-3M-7,Earth,Mars,6,-3,-7,4,1.361759577995748
6161,6E-3M-5,Earth,Mars,6,-3,-5,2,1.0881359837739002
6162,6E-3M-4,Earth,Mars,6,-3,-4,1,0.9377284275819441
6163,6E-3M-2,Earth,Mars,6,-3,-2,1,0.5907331422402365
6164,6E-3M-1,Earth,Mars,6,-3,-1,2,0.37213860864929055
6165,6E-2M-7,Earth,Mars,6,-2,-7,3,1.2621438468435664
6166,6E-2M-5,Earth,Mars,6,-2,-5,1,1.0085356613391852
6167,6E-2M-3,Earth,Mars,6,-2,-3,1,0.7174523250346014
6168,6E-2M-1,Earth,Mars,6,-2,-1,3,0.3449151604826093
6169,6E-1M-7,Earth,Mars,6,-1,-7,2,1.1789487497437963
6170,6E-1M-6,Earth,Mars,6,-1,-6,1,1.0638103379742687
6171,6E-1M-5,Earth,Mars,6,-1,-5,0,0.9420569565299152
6172,6E-1M-4,Earth,Mars,6,-1,-4,1,0.8118408303599197
6173,6E-1M-3,Earth,Mars,6,-1,-3,2,0.6701603500776786
6174,6E-1M-2,Earth,Mars,6,-1,-2,3,0.5114280920579377
6175,6E-1M-1,Earth,Mars,6,-1,-1,4,0.32217936832175714
6176,6E+1M-7,Earth,Mars,6,1,-7,0,1.047246927071264
6177,6E+1M-6,Earth,Mars,6,1,-6,1,0.9449705335358712
6178,6E+1M-5,Earth,Mars,6,1,-5,2,0.8368181399183765
6179,6E+1M-4,Earth,Mars,6,1,-4,3,0.7211485846380686
6180,6E+1M-3,Earth,Mars,6,1,-3,4,0.5952950577107371
6181,6E+1M-2,Earth,Mars,6,1,-2,5,0.45429502362521695
6182,6E+1M-1,Earth,Mars,6,1,-1,6,0.2861877222564777
6183,6E+2M-7,Earth,Mars,6,2,-7,1,0.9940129364384725
6184,6E+2M-5,Earth,Mars,6,2,-5,3,0.7942805543685363
6185,6E+2M-3,Earth,Mars,6,2,-3,5,0.5650344724718132
6186,6E+3M-7,Earth,Mars,6,3,-7,2,0.9470655026686596
6187,6E+3M-5,Earth,Mars,6,3,-5,4,0.7567664383976002
6188,6E+3M-4,Earth,Mars,6,3,-4,5,0.6521617072948825
6189,6E+4M-7,Earth,Mars,6,4,-7,3,0.9052952692345687
6190,6E+4M-5,Earth,Mars,6,4,-5,5,0.7233893127723855
6191,6E+5M-7,Earth,Mars,6,5,-7,4,0.8678453705818787
6192,6E+5M-6,Earth,Mars,6,5,-6,5,0.7830894757558334
6193,6E+5M-5,Earth,Mars,6,5,-5,6,0.6934642554100434
6194,6E+6M-7,Earth,Mars,6,6,-7,5,0.834042560829182
6195,7E-7M-6,Earth,Mars,7,-7,-6,6,1.4962282376533744
6196,7E-7M-5,Earth,Mars,7,-7,-5,5,1.3249876684179833
6197,7E-7M-4,Earth,Mars,7,-7,-4,4,1.1418427192372567
6198,7E-7M-3,Earth,Mars,7,-7,-3,3,0.9425722893497511
6199,7E-7M-2,Earth,Mars,7,-7,-2,2,0.719318636856544
6200,7E-7M-1,Earth,Mars,7,-7,-1,1,0.45314338447360814
6201,7E-6M-7,Earth,Mars,7,-6,-7,6,1.5000785904524683
6202,7E-6M-6,Earth,Mars,7,-6,-6,5,1.3535803603190726
6203,7E-6M-5,Earth,Mars,7,-6,-5,4,1.1986641868247054
6204,7E-6M-4,Earth,Mars,7,-6,-4,3,1.0329792089254237
6205,7E-6M-3,Earth,Mars,7,-6,-3,2,0.8527070712660172
6206,7E-6M-2,Earth,Mars,7,-6,-2,1,0.6507382916489055
6207,7E-6M-1,Earth,Mars,7,-6,-1,0,0.4099399128945633
6208,7E-5M-7,Earth,Mars,7,-5,-7,5,1.3749715487883227
6209,7E-5M-6,Earth,Mars,7,-5,-6,4,1.2406902813812017
6210,7E-5M-5,Earth,Mars,7,-5,-5,3,1.098693538517187
6211,7E-5M-4,Earth,Mars,7,-5,-4,2,0.9468267222004417
6212,7E-5M-3,Earth,Mars,7,-5,-3,1,0.7815893031981291
6213,7E-5M-2,Earth,Mars,7,-5,-2,0,0.5964649686206466
6214,7E-5M-1,Earth,Mars,7,-5,-1,1,0.37574957952225907
6215,7E-4M-7,Earth,Mars,7,-4,-7,4,1.2730564034013452
6216,7E-4M-6,Earth,Mars,7,-4,-6,3,1.1487276826276644
6217,7E-4M-5,Earth,Mars,7,-4,-5,2,1.0172556478941808
6218,7E-4M-4,Earth,Mars,7,-4,-4,1,0.8766454629797173
6219,7E-4M-3,Earth,Mars,7,-4,-3,0,0.7236556614455113
6220,7E-4M-2,Earth,Mars,7,-4,-2,1,0.5522530273763377
6221,7E-4M-1,Earth,Mars,7,-4,-1,2,0.3478976418626939
6222,7E-3M-7,Earth,Mars,7,-3,-7,3,1.1881413496336772
6223,7E-3M-6,Earth,Mars,7,-3,-6,2,1.072105224172769
6224,7E-3M-5,Earth,Mars,7,-3,-5,1,0.9494025344829892
6225,7E-3M-4,Earth,Mars,7,-3,-4,0,0.8181711355196488
6226,7E-3M-3,Earth,Mars,7,-3,-3,1,0.6753859762324167
6227,7E-3M-2,Earth,Mars,7,-3,-2,2,0.5154161307340057
6228,7E-3M-1,Earth,Mars,7,-3,-1,3,0.32469175610260553
6229,7E-2M-7,Earth,Mars,7,-2,-7,2,1.1161011662817981
6230,7E-2M-6,Earth,Mars,7,-2,-6,1,1.0071004383727493
6231,7E-2M-5,Earth,Mars,7,-2,-5,0,0.8918374553330826
6232,7E-2M-4,Earth,Mars,7,-2,-4,1,0.7685628783712614
6233,7E-2M-3,Earth,Mars,7,-2,-3,2,0.634435048576658
6234,7E-2M-2,Earth,Mars,7,-2,-2,3,0.4841645859486686
6235,7E-2M-1,Earth,Mars,7,-2,-1,4,0.3050044576355252
6236,7E-1M-7,Earth,Mars,7,-1,-7,1,1.054072458160281
6237,7E-1M-6,Earth,Mars,7,-1,-6,0,0.9511295066706796
6238,7E-1M-5,Earth,Mars,7,-1,-5,1,0.8422722694936222
6239,7E-1M-4,Earth,Mars,7,-1,-4,2,0.7258488201765048
6240,7E-1M-3,Earth,Mars,7,-1,-3,3,0.5991751390094726
6241,7E-1M-2,Earth,Mars,7,-1,-2,4,0.457256157687011
6242,7E-1M-1,Earth,Mars,7,-1,-1,5,0.288053171863383
6243,7E+1M-7,Earth,Mars,7,1,-7,1,0.9523678779984794
6244,7E+1M-6,Earth,Mars,7,1,-6,2,0.8593574068437765
6245,7E+1M-5,Earth,Mars,7,1,-5,3,0.7610034229290452
6246,7E+1M-4,Earth,Mars,7,1,-4,4,0.6558131021449823
6247,7E+1M-3,Earth,Mars,7,1,-3,5,0.5413617310830856
6248,7E+1M-2,Earth,Mars,7,1,-2,6,0.41313620150608493
6249,7E+2M-7,Earth,Mars,7,2,-7,2,0.9100300402320484
6250,7E+2M-6,Earth,Mars,7,2,-6,3,0.8211543246057684
6251,7E+2M-5,Earth,Mars,7,2,-5,4,0.7271727134526388
6252,7E+2M-4,Earth,Mars,7,2,-4,5,0.6266584771535794
6253,7E+2M-3,Earth,Mars,7,2,-3,6,0.5172950702641823
6254,7E+3M-7,Earth,Mars,7,3,-7,3,0.8721038647076547
6255,7E+3M-6,Earth,Mars,7,3,-6,4,0.7869320861629719
6256,7E+3M-5,Earth,Mars,7,3,-5,5,0.6968671096058533
6257,7E+3M-4,Earth,Mars,7,3,-4,6,0.6005418179986892
6258,7E+4M-7,Earth,Mars,7,4,-7,4,0.8378970536375839
6259,7E+4M-6,Earth,Mars,7,4,-6,5,0.7560659957200568
6260,7E+4M-5,Earth,Mars,7,4,-5,6,0.6695335060423324
6261,7E+5M-7,Earth,Mars,7,5,-7,5,0.8068583962021753
6262,7E+5M-6,Earth,Mars,7,5,-6,6,0.7280586685694335
6263,7E+6M-7,Earth,Mars,7,6,-7,6,0.7785430984957143
6264,1E-6J-1,Earth,Jupiter,1,-6,-1,6,1.5992884146630106
6265,1E-5J-2,Earth,Jupiter,1,-5,-2,6,2.2857338543479697
6266,1E-5J-1,Earth,Jupiter,1,-5,-1,5,1.4400228387207
6267,1E-4J-3,Earth,Jupiter,1,-4,-3,6,2.7355656165167836
6268,1E-4J-2,Earth,Jupiter,1,-4,-2,5,2.0877608790814133
6269,1E-4J-1,Earth,Jupiter,1,-4,-1,4,1.3152656428568976
6270,1E-3J-4,Earth,Jupiter,1,-3,-4,6,3.0597693504323624
6271,1E-3J-3,Earth,Jupiter,1,-3,-3,5,2.525928169207795
6272,1E-3J-2,Earth,Jupiter,1,-3,-2,4,1.9277286139193401
6273,1E-3J-1,Earth,Jupiter,1,-3,-1,3,1.2144276625156183
6274,1E-2J-5,Earth,Jupiter,1,-2,-5,6,3.3063859654978836
6275,1E-2J-4,Earth,Jupiter,1,-2,-4,5,2.8495033688078966
6276,1E-2J-3,Earth,Jupiter,1,-2,-3,4,2.3523095360075668
6277,1E-2J-2,Earth,Jupiter,1,-2,-2,3,1.795202570404247
6278,1E-2J-1,Earth,Jupiter,1,-2,-1,2,1.1309274090574593
6279,1E-1J-6,Earth,Jupiter,1,-1,-6,6,3.5009848186917814
6280,1E-1J-5,Earth,Jupiter,1,-1,-5,5,3.1004374460422808
6281,1E-1J-4,Earth,Jupiter,1,-1,-4,4,2.671977781775519
6282,1E-1J-3,Earth,Jupiter,1,-1,-3,3,2.2057342093622534
6283,1E-1J-2,Earth,Jupiter,1,-1,-2,2,1.6833253293053612
6284,1E-1J-1,Earth,Jupiter,1,-1,-1,1,1.0604408646131505
6285,1E+1J-7,Earth,Jupiter,1,1,-7,5,3.4667869026710454
6286,1E+1J-6,Earth,Jupiter,1,1,-6,4,3.1283144592253813
6287,1E+1J-5,Earth,Jupiter,1,1,-5,3,2.7703505271442
